id_mutation,date_mutation,nature_mutation,valeur_fonciere,adresse_numero,adresse_nom_voie,id_parcelle,type_local,surface_reelle_bati,longitude,latitude
2025-719745,2025-01-15,Vente,110000,45,RUE DU ONZE NOVEMBRE,59239000AK0116,Maison,70,3.183509,50.430113
2025-720670,2025-01-17,Vente,218900,285,BD DES ALLIES,59239000AK0140,Maison,109,3.188025,50.433385
2025-720760,2025-01-16,Vente,140000,18,RUE JEAN CHEMIN,59239000BA0130,Maison,64,3.186416,50.420241
2025-720837,2025-01-23,Vente,157000,59,RUE DU HEM,59239000AN0146,Maison,82,3.190765,50.428011
2025-721289,2025-02-14,Vente,259550,3,RUE DE MONTREUIL,59239000AW0075,Maison,106,3.173802,50.418171
2025-722009,2025-02-18,Vente,143000,82,RUE JEAN CHEMIN,59239000AZ0047,Maison,73,3.184218,50.417655
2025-723613,2025-02-28,Vente,103000,82,RUE MOISE LAMBERT,59239000AW0159,Maison,110,3.176551,50.418756
2025-723756,2025-03-24,Vente,344300,39,RUE DU MARAICHON,59239000AY0017,Maison,113,3.190452,50.414827
2025-723756,2025-03-24,Vente,344300,39,RUE DU MARAICHON,59239000AY0017,Maison,113,3.190452,50.414827
2025-725045,2025-03-27,Vente,135000,30,RUE DULIEU,59239000BA0075,Maison,92,3.184084,50.422609
2025-725620,2025-04-03,Vente,54000,9,RUE DU 8 MAI,59239000AK0036,Appartement,48,3.182073,50.428419
2025-726206,2025-04-30,Vente,163000,21,RUE DU CATTELET,59239000BI0009,Maison,112,3.202075,50.41724
2025-726207,2025-04-30,Vente,140000,12,RUE JEAN BAPTISTE CLEMENT,59239000AI0122,Maison,92,3.170899,50.427321
2025-726643,2025-04-26,Vente,276000,138,RUE DU HEM,59239000AM0035,Maison,129,3.192134,50.432993
2025-726643,2025-04-26,Vente,276000,138,RUE DU HEM,59239000AM0035,Maison,129,3.192134,50.432993
2025-726822,2025-04-28,Vente,131700,92,RUE PIERRE BROSSOLETTE,59239000BD0061,Maison,89,3.196854,50.418929
2025-726888,2025-04-28,Vente,126900,58,RUE DE L ABBAYE,59239000BO0016,Maison,100,3.161525,50.416878
2025-727555,2025-05-07,Vente,141500,20,RUE DU 8 MAI,59239000AN0041,Maison,90,3.183912,50.428164
2025-727698,2025-04-29,Vente,185000,3,LE CATTELET,59239000BI0026,Maison,104,3.201526,50.418437
2025-729043,2025-06-19,Vente,285300,53,GRAND RUE,59239000BI0077,Maison,87,3.20604,50.41967
2025-729043,2025-06-19,Vente,285300,53,GRAND RUE,59239000BI0077,Maison,87,3.20604,50.41967
2025-729258,2025-06-13,Vente,168500,3,RUE SUZANNE BLIN,59239000AI0024,Maison,72,3.178461,50.429547
2025-729267,2025-06-16,Vente,117000,24,ALL GEORGES BRASSENS,59239000AI0069,Maison,41,3.176626,50.428132
2025-729403,2025-06-04,Vente,86500,68,RUE GABRIEL PERI,59239000AV0025,Maison,81,3.176794,50.420642
2025-729403,2025-06-04,Vente,86500,68,RUE GABRIEL PERI,59239000AV0025,Maison,81,3.176794,50.420642
2025-730367,2025-06-30,Vente,145000,13,RUE PIERRE BROSSOLETTE,59239000BC0021,Maison,65,,
2025-730367,2025-06-30,Vente,145000,13,RUE PIERRE BROSSOLETTE,59239000BC0021,Maison,44,,
2025-730367,2025-06-30,Vente,145000,13,RUE PIERRE BROSSOLETTE,59239000BC0021,Maison,65,,
2025-730367,2025-06-30,Vente,145000,13,RUE PIERRE BROSSOLETTE,59239000BC0021,Maison,44,,
