id_mutation,date_mutation,nature_mutation,valeur_fonciere,adresse_numero,adresse_nom_voie,id_parcelle,type_local,surface_reelle_bati,longitude,latitude
2025-784574,2025-07-01,Vente,180000,2,RUE DE LA BRUYERE,62280000AB0006,Maison,100,3.005335,50.250132
2025-786441,2025-11-03,Vente,231000,3,RUE RUELLETTE,62280000AB0028,Maison,100,3.006572,50.248516
2024-740512,2024-09-09,Vente,88000,18,RUE DE LA BRUYERE,62280000AB0018,Maison,82,3.006701,50.248944
2023-816341,2023-02-03,Vente,125000,20,RTE DE BAPAUME,62280000ZD0112,Maison,100,2.999291,50.249362
2023-818629,2023-06-27,Vente,24150,1,RUE DU CALVAIRE,62280000AB0311,Maison,70,3.009588,50.245196
2023-818897,2023-08-01,Vente,114300,15,RUE DU CALVAIRE,62280000AB0087,Maison,79,3.007957,50.244448
2022-1007019,2022-02-01,Vente,167000,19,RUE DE LA BRUYERE,62280000AB0202,Maison,92,3.00523,50.24906
2022-1008457,2022-04-13,Vente,60000,23,RUE DE LA BRUYERE,62280000AB0200,Maison,47,3.005222,50.248818
2022-1011438,2022-09-29,Vente,212500,4,RUE DU PAVE,62280000AB0394,Maison,90,3.007365,50.246024
2022-1012004,2022-11-07,Vente,200000,6,RTE DE BAPAUME,62280000ZD0157,Maison,130,3.001589,50.250357
