id_mutation,date_mutation,nature_mutation,valeur_fonciere,adresse_numero,adresse_nom_voie,id_parcelle,type_local,surface_reelle_bati,longitude,latitude
2025-750944,2025-01-29,Vente,115000,25,RUE DES BODELETS,595290000B0263,Maison,111,3.909597,50.16058
2025-754799,2025-06-04,Vente,260500,9,LE PONT DES LOUPS,595290000B0340,Maison,245,3.896132,50.163997
2025-756761,2025-07-29,Vente,160000,3,RUE DE LA CENSE POTELLE,595290000C0092,Maison,109,3.921007,50.165755
2025-756761,2025-07-29,Vente,160000,3,RUE DE LA CENSE POTELLE,595290000C0092,Maison,50,3.921007,50.165755
2024-715111,2024-08-31,Vente,90000,11,RTE DE LIMONT FONTAINE,59529000ZA0057,Maison,123,3.920963,50.174779
2024-715111,2024-08-31,Vente,90000,11,RTE DE LIMONT FONTAINE,59529000ZA0057,Maison,84,3.920963,50.174779
2024-715212,2024-09-16,Vente,45000,6,RUE D EN HAUT,595290000B0067,Maison,119,3.920086,50.172287
2023-785616,2023-01-24,Vente,97600,12,VC LA PLACE,595290000B0582,Maison,86,3.919896,50.169965
2023-788599,2023-05-15,Vente,63411.22,11,RUE DU PONCEAU,595290000C0257,Maison,142,3.925585,50.171047
2023-789245,2023-05-16,Vente,159000,43,RUE LA HAUT,59529000ZA0033,Maison,18,3.927398,50.17791
2023-793595,2023-10-17,Vente,285000,41,RUE DES BODELETS,595290000C0079,Maison,155,3.915237,50.157171
2022-968888,2022-04-01,Vente,363000,23,RUE DES BODELETS,595290000B0262,Maison,213,3.909833,50.160768
2022-968888,2022-04-01,Vente,363000,23,RUE DES BODELETS,595290000B0262,Maison,213,3.909833,50.160768
2022-975317,2022-07-21,Vente,50000,1,RUE D EN HAUT,595290000B0056,Maison,67,3.921959,50.172638
2022-976718,2022-08-31,Vente,300000,19,RUE DE LA CENSE POTELLE,595290000C0478,Maison,145,3.922867,50.160398
2022-977416,2022-09-09,Vente,130000,17,LE PONT DES LOUPS,595290000B0332,Maison,81,3.895159,50.162774
2022-979601,2022-11-10,Vente,307500,29,RUE DES BODELETS,595290000B0424,Maison,137,3.909357,50.160125
2022-981314,2022-12-22,Vente,244000,17,RUE DE LA CENSE POTELLE,595290000C0476,Maison,171,3.923153,50.16052
