id_mutation,date_mutation,nature_mutation,valeur_fonciere,adresse_numero,adresse_nom_voie,id_parcelle,type_local,surface_reelle_bati,longitude,latitude
2025-750717,2025-01-14,Vente,47000,148,RUE JEAN JAURES,59206000AE0823,Maison,90,3.259716,50.188508
2025-751094,2025-01-15,Vente,110000,29,RUE PAUL LANGEVIN,59206000AM0280,Maison,102,3.269987,50.190745
2025-751221,2025-02-05,Vente,347000,7,RUE DU ONZE NOVEMBRE,59206000AM0392,Maison,190,3.271727,50.194323
2025-751221,2025-02-05,Vente,347000,7,RUE DU ONZE NOVEMBRE,59206000AM0392,Maison,190,3.271727,50.194323
2025-751309,2025-01-27,Vente,87900,3,RUE DU MARAIS,59206000AH0076,Maison,137,3.251062,50.186509
2025-751662,2025-01-28,Vente,149300,23,RUE PAUL LANGEVIN,59206000AM0040,Maison,83,3.269403,50.191028
2025-752010,2025-02-26,Vente,213200,1,RUE DU CLOS SAINT PIERRE,59206000AM0576,Maison,103,3.264711,50.189178
2025-752562,2025-03-10,Vente,167650,14,RUE DU ONZE NOVEMBRE,59206000AM0338,Maison,79,3.270809,50.193762
2025-752854,2025-03-25,Vente,57000,277,RUE JEAN JAURES,59206000AB0432,Maison,82,3.270371,50.196454
2025-752885,2025-03-28,Vente,86100,103,RUE JEAN JAURES,59206000AE0139,Maison,106,3.258831,50.188895
2025-753171,2025-04-16,Vente,121000,2,RUE ANATOLE FRANCE,59206000AM0130,Maison,83,3.269415,50.191314
2025-753574,2025-04-02,Vente,205000,206,RUE JEAN JAURES,59206000AC0310,Maison,124,3.262296,50.190584
2025-753749,2025-04-29,Vente,50000,52,RUE D ERRE,59206000AK0201,Maison,123,3.260234,50.192163
2025-753749,2025-04-29,Vente,50000,52,RUE D ERRE,59206000AK0201,Maison,123,3.260234,50.192163
2025-753786,2025-04-08,Vente,166650,109,RUE JEAN JAURES,59206000AE0693,Maison,97,3.258973,50.189092
2025-753786,2025-04-08,Vente,166650,109,RUE JEAN JAURES,59206000AE0693,Maison,97,3.258973,50.189092
2025-753955,2025-04-18,Vente,234790,340,RUE JEAN JAURES,59206000AB0604,Maison,73,3.270034,50.195404
2025-754682,2025-05-21,Vente,164000,52,RUE DU ONZE NOVEMBRE,59206000AM0195,Maison,82,3.273824,50.192277
2025-755228,2025-06-02,Vente,85380,15,RUE DU PREMIER MAI,59206000AE0867,Maison,73,3.255262,50.187269
2025-755322,2025-06-05,Vente,53000,286,RUE JEAN JAURES,59206000AB0256,Maison,35,3.266474,50.193383
2025-755322,2025-06-05,Vente,53000,286,RUE JEAN JAURES,59206000AB0256,Maison,26,3.266474,50.193383
2025-755351,2025-06-13,Vente,115000,65,RUE DE L EPINETTE,59206000AM0057,Maison,83,3.270391,50.189341
2025-755477,2025-06-25,Vente,190000,111,RUE JEAN JAURES,59206000AE0132,Maison,112,3.2593,50.189022
2025-756277,2025-07-03,Vente,225600,176,RUE DU MARAIS,59206000AE0677,Maison,65,3.257173,50.188842
2025-756594,2025-07-10,Vente,210000,54,RUE D ERRE,59206000AK0200,Maison,228,3.259893,50.192392
2025-756594,2025-07-10,Vente,210000,54,RUE D ERRE,59206000AK0200,Maison,228,3.259893,50.192392
2025-756675,2025-07-08,Vente,143930,41,RUE DE L EPINETTE,59206000AM0003,Maison,83,3.268807,50.190411
2025-757243,2025-08-06,Vente,160900,2,RUE DU ONZE NOVEMBRE,59206000AB0668,Maison,86,3.268889,50.194692
2025-757763,2025-08-22,Vente,161500,3,RUE JEAN PERRIN,59206000AM0173,Maison,93,3.27105,50.192122
2025-757838,2025-08-25,Vente,315000,9,RUE LOUISE MICHEL,59206000AB0487,Maison,116,3.271363,50.19543
2025-757838,2025-08-25,Vente,315000,9,RUE LOUISE MICHEL,59206000AB0487,Maison,116,3.271363,50.19543
2025-758557,2025-09-16,Vente,110514,206,RUE DU MARAIS,59206000AC0081,Maison,137,3.259748,50.190872
2025-758917,2025-09-18,Vente,50000,69,RUE DU ONZE NOVEMBRE,59206000ZH0092,Maison,60,3.275571,50.191724
2025-759191,2025-09-22,Vente,269000,24,RUE PASTEUR,59206000ZK0183,Maison,127,3.277871,50.182932
2025-759191,2025-09-22,Vente,269000,24,RUE PASTEUR,59206000ZK0183,Maison,127,3.277871,50.182932
2025-759524,2025-09-30,Vente,92000,37,RUE DE BOUCHAIN,59206000AB0301,Maison,120,3.268985,50.194362
2025-760102,2025-10-27,Vente,78000,31,RUE JEAN JAURES,59206000AE0598,Maison,73,3.255791,50.186672
2025-760262,2025-10-28,Vente,180500,47,RUE VICTOR HUGO,59206000AM0193,Maison,82,3.27359,50.192015
2025-760587,2025-11-17,Vente,345000,299,RUE JEAN JAURES,59206000AL0093,Maison,171,3.27225,50.197809
2025-760663,2025-11-04,Vente,56400,192,RUE DU MARAIS,59206000AC0003,Maison,84,3.258667,50.189584
2025-760879,2025-11-24,Vente,115000,63,RUE DE L EPINETTE,59206000AM0056,Maison,83,3.270231,50.189411
2025-760983,2025-11-10,Vente,140800,45,RUE DE L EPINETTE,59206000AM0047,Maison,83,3.26936,50.189963
2025-761382,2025-12-11,Vente,210000,3,RUE LOUISE MICHEL,59206000AB0498,Maison,102,3.270421,50.195281
2025-761382,2025-12-11,Vente,210000,3,RUE LOUISE MICHEL,59206000AB0498,Maison,102,3.270421,50.195281
2025-761772,2025-12-26,Vente,40000,14,RUE D ERRE,59206000AC0451,Maison,53,3.262909,50.191998
2025-761830,2025-12-17,Vente,135500,17,RUE ROMAIN ROLLAND,59206000AM0295,Maison,121,3.271186,50.189906
2025-762337,2025-12-29,Vente,55000,4,RUE DE BOUCHAIN,59206000AB0331,Maison,113,3.266563,50.192637
2024-708298,2024-01-11,Vente,152000,26,RUE SALVADORE ALLENDE,59206000AB0049,Maison,42,3.266659,50.196172
2024-708307,2024-01-11,Vente,230000,11,RUE PASTEUR,59206000ZK0124,Maison,127,3.27751,50.182465
2024-708307,2024-01-11,Vente,230000,11,RUE PASTEUR,59206000ZK0124,Maison,127,3.27751,50.182465
2024-708418,2024-01-29,Vente,168500,19,RUE VICTOR HUGO,59206000AM0139,Maison,82,3.270388,50.191487
2024-708568,2024-01-23,Vente,70000,2,RUE DU MARAIS,59206000AE0001,Maison,143,3.250745,50.186135
2024-708784,2024-02-09,Vente,135000,25,RUE ROMAIN ROLLAND,59206000AM0235,Maison,101,3.272031,50.190452
2024-709068,2024-02-05,Vente,64000,25,RUE DE L EPINETTE,59206000AB0377,Maison,77,3.267151,50.191741
2024-709154,2024-02-22,Vente,161000,27,RUE ANATOLE FRANCE,59206000AM0119,Maison,95,3.270593,50.192482
2024-709258,2024-02-27,Vente,91600,15,RUE FAIDHERBE,59206000AB0592,Maison,100,3.268571,50.196643
2024-709263,2024-03-04,Vente,162000,169,RUE JEAN JAURES,59206000AC0211,Maison,114,3.263742,50.192469
2024-709727,2024-03-08,Vente,75000,165,RUE JEAN JAURES,59206000AC0708,Maison,70,3.263564,50.192316
2024-709785,2024-03-04,Vente,105000,71,RUE JEAN JAURES,59206000AE0166,Maison,150,3.257514,50.187782
2024-710108,2024-03-20,Vente,108500,13,RUE HENRI BARBUSSE,59206000AM0183,Maison,82,3.272305,50.192093
2024-710203,2024-03-27,Vente,90000,6,RUE FAIDHERBE,59206000AB0426,Maison,67,3.269675,50.196592
2024-711130,2024-04-19,Vente,114350,11,RUE D ERRE,59206000AC0062,Maison,75,3.261852,50.191526
2024-711151,2024-04-19,Vente,65000,53,RUE JEAN JAURES,59206000AE0175,Maison,67,3.256751,50.187369
2024-711343,2024-05-13,Vente,100000,68,RUE DU MARAIS,59206000AE0041,Maison,79,3.252411,50.185974
2024-711676,2024-05-23,Vente,85000,66,RUE DE L EPINETTE,59206000AM0412,Maison,87,3.268088,50.18958
2024-712135,2024-05-29,Vente,140000,49,RUE DU ONZE NOVEMBRE,59206000AM0368,Maison,83,3.275223,50.192286
2024-712135,2024-05-29,Vente,140000,49,RUE DU ONZE NOVEMBRE,59206000AM0368,Maison,83,3.275223,50.192286
2024-712533,2024-06-20,Vente,68000,56,RUE JEAN JAURES,59206000AE0592,Maison,72,3.256966,50.186553
2024-712818,2024-06-17,Vente,199150,7,RUE ROMAIN ROLLAND,59206000AM0301,Maison,138,3.270572,50.189902
2024-712999,2024-07-04,Vente,65000,71,RUE DU ONZE NOVEMBRE,59206000ZH0093,Maison,76,3.27569,50.191794
2024-713043,2024-06-27,Vente,63000,5,RUE SALVADORE ALLENDE,59206000AB0065,Maison,80,3.267345,50.195647
2024-713450,2024-07-19,Vente,60000,239,RUE JEAN JAURES,59206000AB0620,Maison,93,3.267856,50.195315
2024-713746,2024-07-17,Vente,89000,93,RUE JEAN JAURES,59206000AE0384,Maison,73,3.258129,50.188375
2024-714005,2024-08-02,Vente,120850,90,RUE DU MARAIS,59206000AE0618,Maison,80,3.253423,50.186919
2024-714081,2024-08-02,Vente,79900,3,RUE DU PREMIER MAI,59206000AE0725,Maison,93,3.254854,50.186906
2024-714235,2024-08-09,Vente,138000,24,RUE PAUL LANGEVIN,59206000AM0013,Maison,105,3.26859,50.191138
2024-714238,2024-08-12,Vente,46500,41,RLE D ERRE,59206000AB0014,Maison,41,3.264967,50.19388
2024-714335,2024-07-31,Vente,102250,27,RUE JEAN JAURES,59206000AE0529,Maison,88,3.25576,50.186537
2024-714396,2024-08-01,Vente,226051,1,CHE PARTICULIER,59206000AC0416,Maison,120,3.259214,50.189604
2024-714396,2024-08-01,Vente,226051,1,CHE PARTICULIER,59206000AC0416,Maison,120,3.259214,50.189604
2024-714562,2024-08-28,Vente,140000,47,RUE DE L EPINETTE,59206000AM0048,Maison,83,3.269483,50.189955
2024-714565,2024-08-07,Vente,90000,297,RUE JEAN JAURES,59206000AB0192,Maison,83,3.271926,50.19752
2024-714599,2024-09-02,Vente,64000,39,RLE D ERRE,59206000AB0013,Maison,39,3.264871,50.193935
2024-715037,2024-08-29,Vente,210000,41,RUE DU ONZE NOVEMBRE,59206000AM0373,Maison,150,3.274085,50.192785
2024-715037,2024-08-29,Vente,210000,41,RUE DU ONZE NOVEMBRE,59206000AM0373,Maison,150,3.274085,50.192785
2024-715204,2024-09-23,Vente,125531,1,RUE PIERRE SEMART,59206000AM0221,Maison,107,3.272222,50.191441
2024-715558,2024-09-26,Vente,30000,152,RUE JEAN JAURES,59206000AE0806,Maison,66,3.259837,50.188452
2024-716513,2024-10-14,Vente,43000,22,RUE SALVADORE ALLENDE,59206000AB0125,Maison,81,3.267296,50.196109
2024-716527,2024-10-30,Vente,50000,176,RUE DU MARAIS,59206000AE0677,Maison,65,3.257173,50.188842
2024-716682,2024-10-28,Vente,130000,20,RUE DU PREMIER MAI,59206000AE0422,Maison,95,3.256819,50.187955
2024-717468,2024-11-22,Vente,82000,279,RUE JEAN JAURES,59206000AB0433,Maison,82,3.270435,50.196499
2024-717542,2024-11-29,Vente,158050,7,RUE DU PREMIER MAI,59206000AE0480,Maison,104,3.254901,50.187069
2024-718739,2024-12-20,Vente,115000,8,RUE DU HUIT MAI,59206000AB0407,Maison,112,3.269961,50.19697
2024-718985,2024-12-06,Vente,70000,143,RUE JEAN JAURES,59206000AC0752,Appartement,80,3.262025,50.19106
2023-785185,2023-01-16,Vente,190000,14,RUE GABRIEL PERI,59206000AM0103,Maison,103,3.269988,50.192384
2023-785186,2023-01-13,Vente,149000,8,RUE PIERRE SEMART,59206000AM0229,Maison,83,3.271934,50.190951
