id_mutation,date_mutation,nature_mutation,valeur_fonciere,adresse_numero,adresse_nom_voie,id_parcelle,type_local,surface_reelle_bati,longitude,latitude
2025-14341,2025-01-10,Vente,105500,7,RUE HENRI BOULANGER,02065000ZC0029,Maison,102,3.233975,49.963576
2025-15102,2025-02-27,Vente,174618,38,RUE DE PICARDIE,02065000AB0591,Maison,103,3.231054,49.961831
2025-16168,2025-04-04,Vente,147000,4,RUE GUERIN,02065000AB0244,Maison,140,3.232032,49.959886
2025-18180,2025-06-06,Vente,114200,3,RUE HENRI BOULANGER,02065000ZC0027,Maison,102,3.234024,49.963322
2025-18340,2025-06-23,Vente,75200,22,RUE HENRI BOULANGER,02065000ZC0036,Maison,82,3.234443,49.963777
2025-20247,2025-08-08,Vente,167000,2,RUE DU VIEUX CHEMIN,02065000AB0208,Maison,124,3.235359,49.958893
2025-20315,2025-08-20,Vente,98100,35,RUE JEAN MOULIN,02065000AB0136,Maison,71,3.236903,49.959927
2024-13263,2024-01-18,Vente,135000,3,RUE GUERIN,02065000AB0188,Maison,79,3.231995,49.960289
2024-14668,2024-04-03,Vente,58750,9,RUE HENRI BOULANGER,02065000ZC0030,Maison,124,3.233942,49.963729
2024-15373,2024-04-26,Vente,80000,14,RUE DU VIEUX CHEMIN,02065000AB0462,Maison,83,3.235601,49.957681
2024-20262,2024-11-06,Vente,155000,15,RUE DE PICARDIE,02065000AB0019,Maison,126,3.231496,49.963476
2024-20758,2024-11-12,Vente,123500,28,RUE DU VIEUX CHEMIN,02065000ZE0045,Maison,176,3.235452,49.956471
2024-22140,2024-12-20,Vente,108000,23,RUE JEAN MOULIN,02065000AB0124,Maison,121,3.236138,49.960322
2023-16009,2023-02-20,Vente,152900,25,RUE MORLET,02065000AB0080,Maison,129,3.234222,49.962358
2023-19050,2023-06-16,Vente,25000,3,CITE SEVERIN,02065000AB0543,Maison,52,3.231351,49.96304
2023-19534,2023-06-27,Vente,126500,13,RUE MORLET,02065000AB0071,Maison,164,3.233126,49.962341
2023-20745,2023-08-22,Vente,174000,11,RUE MORLET,02065000AB0069,Maison,153,3.23288,49.962339
2023-20956,2023-09-07,Vente,35000,9,RUE JEAN MOULIN,02065000AB0042,Maison,11,3.233367,49.961166
2023-23057,2023-11-15,Vente,95000,16,RUE DE PICARDIE,02065000AB0342,Maison,121,3.230695,49.963201
2022-17861,2022-01-29,Vente,153450,22,RUE DE PICARDIE,02065000AB0338,Maison,132,3.230685,49.962799
2022-20589,2022-03-31,Vente,56000,6,RUE DU VIEUX CHEMIN,02065000AB0487,Maison,50,3.235451,49.95835
2022-21057,2022-05-11,Vente,112000,1,RUE DE PICARDIE,02065000ZC0017,Maison,155,3.232214,49.96837
2022-23022,2022-07-02,Vente,182000,40,RUE DE PICARDIE,02065000AB0321,Maison,200,3.230939,49.961709
2022-23238,2022-06-28,Vente,30000,6,HAM DE RIQUEVAL,02065000ZH0056,Maison,78,3.235963,49.951578
2022-23238,2022-06-28,Vente,30000,4,HAM DE RIQUEVAL,02065000ZH0057,Maison,78,3.235874,49.951734
2022-23238,2022-06-28,Vente,30000,2,HAM DE RIQUEVAL,02065000ZH0058,Maison,95,3.235802,49.951874
2022-23502,2022-07-18,Vente,37000,33,RUE JEAN MOULIN,02065000AB0131,Maison,50,3.236829,49.960091
2022-23773,2022-07-09,Vente,136500,5,RUE JEAN MOULIN,02065000AB0040,Maison,129,3.233037,49.961154
2022-24638,2022-08-24,Vente,24900,7,CITE SEVERIN,02065000AB0547,Maison,52,3.231469,49.963023
2022-24639,2022-08-24,Vente,29900,9,CITE SEVERIN,02065000AB0551,Maison,52,3.231534,49.963014
2022-25087,2022-09-14,Vente,36000,13,RUE D HARGICOURT,02065000AB0291,Maison,55,3.229361,49.961076
2022-25347,2022-09-16,Vente,147000,1,RUE JEAN MOULIN,02065000AB0037,Maison,65,3.232536,49.961254
2022-25785,2022-09-20,Vente,78000,3,RUE DE PERONNE,02065000AB0450,Maison,113,3.230646,49.959505
2022-26760,2022-10-26,Vente,116000,20,HAM DE RIQUEVAL,02065000ZH0035,Maison,80,3.242089,49.940939
