id_mutation,date_mutation,nature_mutation,valeur_fonciere,adresse_numero,adresse_nom_voie,id_parcelle,type_local,surface_reelle_bati,longitude,latitude
2025-1036235,2025-01-03,Vente,30000,18,RUE DE LA CHAUSSEE BRUNEHAUT,80438000AB0282,Maison,48,3.082456,50.027201
2025-1036748,2025-02-05,Vente,181000,33,RUE DE LA CHAUSSEE BRUNEHAUT,80438000AB0029,Maison,88,3.084608,50.026502
2025-1036790,2025-01-22,Vente,85150,5,RUE LEON RECOPE,80438000AC0156,Maison,90,3.08022,50.023663
2025-1039005,2025-04-22,Vente,97000,31,RUE DU STADE,80438000AC0317,Maison,93,3.07599,50.018423
2025-1040982,2025-06-12,Vente,120000,18,RUE DE LA VILLE,80438000AC0406,Maison,124,3.077015,50.019905
2025-1042132,2025-07-16,Vente,132000,20,RUE EMILE BAUCHART,80438000AC0099,Maison,71,3.076475,50.024015
2025-1042634,2025-08-19,Vente,110000,174,RUE DE REVELON,80438000AC0146,Maison,139,3.081575,50.022022
2025-1043605,2025-09-25,Vente,50200,598,RUE DE REVELON,80438000AB0050,Maison,86,3.08606,50.024581
2025-1045930,2025-11-28,Vente,16000,37,RUE CONSTANTIN DENIS,80438000AB0112,Maison,62,3.080658,50.026938
2024-974020,2024-01-11,Vente,22000,34,RUE DE LA VILLE,80438000AC0287,Maison,110,3.077059,50.017825
2024-974362,2024-01-25,Vente,148410,639,RUE DE REVELON,80438000AB0302,Maison,100,3.086797,50.024583
2024-975346,2024-03-04,Vente,151050,32,RUE DE LA VILLE,80438000AC0283,Maison,94,3.076572,50.01802
2024-979781,2024-08-13,Vente,63250,7,RUE DU CLERC,80438000AC0116,Maison,57,3.076838,50.022395
2024-980376,2024-09-18,Vente,83000,21,RUE DU STADE,80438000AC0030,Maison,89,3.075719,50.019251
2024-981112,2024-10-04,Vente,65250,12,RUE DU FOUR,80438000AC0268,Maison,67,3.077669,50.019107
2024-981309,2024-10-03,Vente,358000,13,RUE DE LA CHAUSSEE BRUNEHAUT,80438000AB0140,Maison,180,3.079559,50.027278
2024-983772,2024-12-27,Vente,135000,393,RUE DE REVELON,80438000AB0237,Maison,93,3.084159,50.023168
2023-1078900,2023-04-12,Vente,146000,9,RUE DU CLERC,80438000AC0115,Maison,107,3.076615,50.022622
2023-1081031,2023-06-27,Vente,120000,352,RUE DE REVELON,80438000AC0183,Maison,113,3.083427,50.023155
2023-1085161,2023-11-10,Vente,40000,18,RUE DE LA CHAUSSEE BRUNEHAUT,80438000AB0282,Maison,48,3.082456,50.027201
2023-1085577,2023-11-09,Vente,70000,294,RUE DE REVELON,80438000AC0192,Maison,82,3.082971,50.022816
2022-1330649,2022-01-20,Vente,129500,17,RUE DE LA VILLE,80438000AC0062,Maison,127,3.0766,50.020734
2022-1331898,2022-02-25,Vente,140000,509,RUE DE REVELON,80438000AB0059,Maison,116,3.085559,50.023733
2022-1333627,2022-04-06,Vente,80000,4,FRM DE REVELON,80438000ZW0048,Maison,78,3.09953,50.029624
2022-1333627,2022-04-06,Vente,80000,4,FRM DE REVELON,80438000ZW0048,Maison,62,3.09953,50.029624
2022-1334611,2022-05-13,Vente,92000,8,RUE DU FOUR,80438000AC0255,Maison,84,3.077678,50.019821
2022-1338211,2022-07-28,Vente,93000,1,RUE LEON RECOPE,80438000AC0152,Maison,255,3.079992,50.023194
2022-1338372,2022-07-28,Vente,129650,87,RUE DE REVELON,80438000AC0216,Maison,110,3.080622,50.021749
2022-1340748,2022-09-21,Vente,30000,1,RUE DE LA PLAINE,80438000AC0001,Maison,65,3.074812,50.018245
2022-1341139,2022-10-26,Vente,108000,11,RUE DE LA CHAUSSEE BRUNEHAUT,80438000AB0144,Maison,107,3.078216,50.026943
2022-1341793,2022-11-04,Vente,220000,373,RUE DE REVELON,80438000AB0069,Maison,150,3.084143,50.022978
