id_mutation,date_mutation,nature_mutation,valeur_fonciere,adresse_numero,adresse_nom_voie,id_parcelle,type_local,surface_reelle_bati,longitude,latitude
2025-17912,2025-05-26,Vente,72000,6,LE VERT BUISSON,024190000A0546,Maison,93,3.746793,49.960786
2025-20613,2025-09-15,Vente,95000,3,RUE DES CHARBONS HAMEAU,024190000B0523,Maison,120,3.793742,49.954097
2025-22413,2025-11-07,Vente,40000,5,RUE DANIEL POULEUR,024190000A0197,Maison,70,3.770193,49.960248
2025-22941,2025-11-13,Vente,80000,1,LE VERT BUISSON,024190000A0407,Maison,96,3.747683,49.960421
2024-17452,2024-07-16,Vente,21000,126,LE TILLEUL,024190000B0625,Maison,75,3.798241,49.971601
2024-17452,2024-07-16,Vente,21000,126,LE TILLEUL,024190000B0625,Maison,75,3.798241,49.971601
2024-18657,2024-08-21,Vente,34000,17,RUE DE VERDUN,024190000A0264,Maison,76,3.774932,49.95956
2023-14962,2023-01-30,Vente,116500,2,RLE SAINT PIERRE,024190000A0296,Maison,170,3.771391,49.957252
2023-18390,2023-05-26,Vente,32000,1,LE TILLEUL,024190000B0624,Maison,67,3.79839,49.971288
2023-18390,2023-05-26,Vente,32000,1,LE TILLEUL,024190000B0624,Maison,67,3.79839,49.971288
2023-18390,2023-05-26,Vente,32000,1,LE TILLEUL,024190000B0624,Maison,67,3.79839,49.971288
2023-21347,2023-08-30,Vente,173720,3,RUE HERPENNE,024190000B0427,Maison,134,3.773503,49.95452
2023-23472,2023-11-15,Vente,90000,2,LE VERT BUISSON,024190000A0663,Maison,103,3.748464,49.960755
2023-24146,2023-12-20,Vente,74000,7,LE TILLEUL,024190000B0029,Maison,94,3.791085,49.974133
2022-19154,2022-03-11,Vente,40000,3,RTE NATIONALE 29,024190000B0407,Maison,114,3.776277,49.951073
2022-22131,2022-05-31,Vente,146000,116,DOHIS(HAMEAU),024190000B0567,Maison,188,,
2022-22131,2022-05-31,Vente,146000,116,DOHIS(HAMEAU),024190000B0567,Maison,188,,
2022-27842,2022-11-14,Vente,165000,5,RUE DES CHARBONS HAMEAU,024190000B0522,Maison,111,3.79316,49.954118
2022-27842,2022-11-14,Vente,165000,5,RUE DES CHARBONS HAMEAU,024190000B0522,Maison,111,3.79316,49.954118
