id_mutation,date_mutation,nature_mutation,valeur_fonciere,adresse_numero,adresse_nom_voie,id_parcelle,type_local,surface_reelle_bati,longitude,latitude
2025-1036645,2025-01-22,Vente,266500,10,RUE DE LA DESSOUS,804340000A0185,Maison,176,3.117962,49.935361
2025-1042056,2025-07-18,Vente,88000,2,RUE DE BRETAGNE,804340000A0320,Maison,88,3.113388,49.935139
2025-1042072,2025-07-07,Vente,88000,4,RUE DE BRETAGNE,804340000A0321,Maison,96,3.113522,49.93522
2024-974648,2024-02-01,Echange,175000,18,RUE DE LA DESSOUS,804340000A0309,Maison,228,3.121724,49.936989
2024-981827,2024-10-15,Vente,288200,13,RUE DE LA GARE,804340000C0068,Maison,148,3.119913,49.922474
2024-981827,2024-10-15,Vente,288200,13,RUE DE LA GARE,804340000C0068,Maison,148,3.119913,49.922474
2023-1078890,2023-03-30,Vente,118000,11,RUE DE BRETAGNE,804340000A0271,Maison,98,3.115153,49.936282
2023-1079443,2023-04-21,Vente,149900,3,RUE DE VERMAND,80434000ZD0109,Maison,109,3.12098,49.921481
2023-1082105,2023-07-20,Vente,37500,3,RUE DE LA DESSOUS,804340000A0197,Maison,70,3.117125,49.936254
2023-1086837,2023-12-19,Vente,80000,9,RUE DE LA DESSOUS,804340000A0186,Maison,134,3.118115,49.936199
2022-1337918,2022-07-20,Vente,266000,9,RUE DE LA GARE,804340000C0070,Maison,155,3.118798,49.922766
2022-1341811,2022-11-15,Vente,118400,3,RUE DE BRETAGNE,804340000A0235,Maison,92,3.113902,49.935698
