id_mutation,date_mutation,nature_mutation,valeur_fonciere,adresse_numero,adresse_nom_voie,id_parcelle,type_local,surface_reelle_bati,longitude,latitude
2025-757417,2025-08-08,Vente,95000,4,RUE DE THIVENCELLE,595300000U0380,Maison,79,3.649715,50.447618
2025-759327,2025-09-29,Vente,298800,6,RUE DE THIVENCELLE,595300000U0378,Maison,132,3.650454,50.447391
2025-759327,2025-09-29,Vente,298800,6,RUE DE THIVENCELLE,595300000U0378,Maison,132,3.650454,50.447391
2025-762160,2025-12-19,Vente,165500,3,RUE DU PONT,595300000U0933,Maison,50,3.6529,50.449059
2024-711388,2024-04-24,Vente,251800,1,RUE DE THIVENCELLE,595300000U0708,Maison,142,3.648132,50.447377
2024-718393,2024-12-27,Vente,206000,36,RUE DE L EGLISE,595300000U1009,Maison,130,3.659614,50.449439
2023-789253,2023-05-16,Vente,208000,2,RUE DU PONT,595300000U0180,Maison,109,3.652876,50.448905
2023-790990,2023-07-03,Vente,440000,27,RUE DE CRESPIN,595300000U0996,Maison,158,3.658709,50.445139
2023-790990,2023-07-03,Vente,440000,27,RUE DE CRESPIN,595300000U0996,Maison,158,3.658709,50.445139
2023-792441,2023-08-30,Vente,63000,1,LA CANARDERIE,595300000U0110,Maison,74,3.627891,50.456317
2023-792441,2023-08-30,Vente,63000,3,LA CANARDERIE,595300000U0111,Maison,68,3.628203,50.456275
2023-792480,2023-08-30,Vente,215000,21,RUE DE CRESPIN,595300000U1014,Maison,107,3.65807,50.445606
2023-792480,2023-08-30,Vente,215000,21,RUE DE CRESPIN,595300000U1014,Maison,107,3.65807,50.445606
2022-971630,2022-03-09,Vente,180000,21,RUE DE L EGLISE,595300000U0924,Maison,57,3.658938,50.4496
2022-972169,2022-04-07,Vente,155900,8,RUE DE L EGLISE,595300000U1112,Maison,97,3.655964,50.44869
2022-975239,2022-07-02,Vente,65000,4,RUE DE THIVENCELLE,595300000U0380,Maison,79,3.649715,50.447618
2022-978390,2022-10-17,Vente,150000,8,RUE DE CRESPIN,595300000U0348,Maison,65,3.655585,50.446719
2022-978390,2022-10-17,Vente,150000,8,RUE DE CRESPIN,595300000U0348,Maison,90,3.655585,50.446719
2022-981653,2022-12-22,Vente,210000,9,RUE DE CRESPIN,595300000U0887,Maison,93,3.656469,50.446903
2022-981653,2022-12-22,Vente,210000,9,RUE DE CRESPIN,595300000U0887,Maison,93,3.656469,50.446903
