id_mutation,date_mutation,nature_mutation,valeur_fonciere,adresse_numero,adresse_nom_voie,id_parcelle,type_local,surface_reelle_bati,longitude,latitude
2025-753115,2025-03-21,Vente,60000,20,RUE DES CHARMES,595830000C0403,Maison,98,3.817332,50.138974
2025-753230,2025-04-18,Vente,120000,17,RUE DE MARBAIX,595830000A0558,Maison,75,3.815756,50.145133
2025-753230,2025-04-18,Vente,120000,17,RUE DE MARBAIX,595830000A0558,Maison,75,3.815756,50.145133
2025-753386,2025-04-01,Vente,260000,7,RUE DES CHARMES,595830000C0440,Maison,168,3.818393,50.140182
2025-753635,2025-04-09,Vente,97000,2,VC LA PLACE,595830000A0393,Maison,144,3.815365,50.147863
2025-755915,2025-06-26,Vente,173000,25,RUE DE MARBAIX,595830000A0410,Maison,132,3.817286,50.145653
2025-760395,2025-10-30,Vente,78000,6,RUE DE LEVAL,595830000B0507,Maison,90,3.822434,50.150712
2024-712027,2024-05-17,Vente,90000,8,RUE DES CHEMINEES,595830000C0025,Maison,96,3.797826,50.135574
2024-716100,2024-10-05,Vente,152000,13,RUE DE MARBAIX,595830000A0629,Maison,83,3.815503,50.145679
2024-716100,2024-10-05,Vente,152000,13,RUE DE MARBAIX,595830000A0629,Maison,83,3.815503,50.145679
2024-716266,2024-09-28,Vente,140000,25,RUE DE MAROILLES,595830000C0188,Maison,115,3.809457,50.14317
2024-717593,2024-12-06,Vente,217300,4,RUE DU MONCEAU,595830000B0593,Maison,84,3.82345,50.152257
2024-717593,2024-12-06,Vente,217300,4,RUE DU MONCEAU,595830000B0593,Maison,84,3.82345,50.152257
2024-717844,2024-12-09,Vente,116000,16,RUE DE MARBAIX,595830000A0706,Maison,77,3.814858,50.145063
2024-718105,2024-12-11,Vente,186000,8,RTE DE DOMPIERRE,595830000B0635,Maison,246,3.821459,50.147924
2024-718105,2024-12-11,Vente,186000,8,RTE DE DOMPIERRE,595830000B0635,Maison,246,3.821459,50.147924
2023-786219,2023-02-17,Vente,187500,6,RUE DU MONCEAU,595830000B0616,Maison,106,3.824211,50.152416
2023-787158,2023-03-10,Vente,185900,8,RUE DES CULOTS,595830000A0531,Maison,95,3.813566,50.148241
2023-790453,2023-06-30,Vente,137500,8,RUE DE LEVAL,595830000B0266,Maison,62,3.822601,50.151075
2023-790889,2023-06-29,Vente,302500,22,RUE DU MONCEAU,595830000B0295,Maison,121,3.827293,50.154207
2023-791064,2023-07-18,Vente,245000,63,RUE DE MARBAIX,595830000C0327,Maison,142,3.819639,50.141261
2023-791220,2023-07-07,Vente,259000,2,RUE DES PATURES,595830000A0660,Maison,71,3.810371,50.146013
2023-791220,2023-07-07,Vente,259000,2,RUE DES PATURES,595830000A0660,Maison,71,3.810371,50.146013
2023-791341,2023-07-24,Vente,10000,17,RUE DU PONT,595830000B0211,Maison,105,3.820615,50.149656
2023-791596,2023-08-01,Vente,60000,42,RUE DE MAROILLES,595830000A0519,Maison,98,3.806019,50.142495
2023-791596,2023-08-01,Vente,60000,42,RUE DE MAROILLES,595830000A0519,Maison,98,3.806019,50.142495
2023-794070,2023-11-03,Vente,247000,20,RUE DE LEVAL,595830000B0095,Maison,157,3.823211,50.156355
2023-794278,2023-11-10,Vente,100000,14,RUE DE MARBAIX,595830000A0705,Maison,77,3.814754,50.145202
2022-968507,2022-03-07,Vente,210000,5,RTE DE LANDRECIES,595830000C0396,Maison,136,3.81439,50.130628
2022-968507,2022-03-07,Vente,210000,5,RTE DE LANDRECIES,595830000C0396,Maison,136,3.81439,50.130628
2022-969085,2022-04-27,Vente,151000,1,RUE DES VIVIERS,595830000B0258,Maison,141,3.822345,50.150197
2022-975515,2022-07-01,Vente,126000,10,RUE DES CULOTS,595830000A0338,Maison,56,3.813291,50.148273
2022-976138,2022-07-19,Vente,188000,15,VC LA PLACE,595830000A0374,Maison,98,3.814745,50.147162
2022-976138,2022-07-19,Vente,188000,15,VC LA PLACE,595830000A0374,Maison,115,3.814745,50.147162
2022-976138,2022-07-19,Vente,188000,15,VC LA PLACE,595830000A0374,Maison,94,3.814745,50.147162
2022-978490,2022-10-05,Vente,85000,3,VC LA PLACE,595830000A0392,Maison,161,3.81549,50.147828
2022-980053,2022-11-15,Vente,580000,32,RUE DE LEVAL,595830000B0555,Maison,276,3.826207,50.157614
2022-980053,2022-11-15,Vente,580000,32,RUE DE LEVAL,595830000B0555,Maison,62,3.826207,50.157614
