id_mutation,date_mutation,nature_mutation,valeur_fonciere,adresse_numero,adresse_nom_voie,id_parcelle,type_local,surface_reelle_bati,longitude,latitude
2025-17250,2025-04-22,Vente,55000,34,RUE DU BOIS DE LAIGNY,02401000ZL0043,Maison,89,3.879922,49.876118
2025-20776,2025-09-15,Vente,25000,8,RUE DE BEAUREPAIRE,02401000AK0256,Maison,86,3.857251,49.858644
2025-22474,2025-11-17,Vente,132500,17,RUE DE VOULPAIX,02401000AM0089,Maison,95,3.849375,49.856464
2023-17463,2023-04-20,Vente,157000,12,RUE DE VOULPAIX,02401000AM0103,Maison,71,3.852152,49.857531
2023-23281,2023-11-24,Vente,67000,8,RUE D HAUTION,02401000AK0005,Maison,90,3.854104,49.859679
2022-25266,2022-09-08,Vente,111000,35,RUE DE BEAUREPAIRE,02401000ZM0063,Maison,120,3.867171,49.858431
2022-25266,2022-09-08,Vente,111000,35,RUE DE BEAUREPAIRE,02401000ZM0063,Maison,120,3.867171,49.858431
2022-25266,2022-09-08,Vente,111000,35,RUE DE BEAUREPAIRE,02401000ZM0063,Maison,120,3.867171,49.858431
2022-25428,2022-09-16,Vente,50000,3,RUE D HAUTION,02401000AK0222,Maison,82,3.853458,49.859099
2022-26589,2022-10-20,Vente,128000,19,RUE DE VOULPAIX,02401000AM0092,Maison,100,3.850944,49.855783
2022-27085,2022-11-15,Vente,115500,1,RUE D HAUTION,02401000AK0220,Maison,104,3.853856,49.858556
