id_mutation,date_mutation,nature_mutation,valeur_fonciere,adresse_numero,adresse_nom_voie,id_parcelle,type_local,surface_reelle_bati,longitude,latitude
2025-15721,2025-03-08,Vente,115000,2,RLE DES MESANGES,023700000B1581,Maison,79,3.185258,49.962906
2025-17369,2025-05-13,Vente,150000,36,RUE DE VILLERET,02370000ZO0072,Maison,140,3.184918,49.957981
2025-22050,2025-10-23,Vente,85000,13,RUE DES BERCEAUX,02370000ZP0074,Maison,100,3.174303,49.96072
2025-22355,2025-10-29,Vente,103500,5,RUE DE L EGLISE,023700000B1025,Maison,100,3.176992,49.962588
2025-22560,2025-10-31,Vente,247000,8,RUE DE L USINE,023700000B0835,Maison,184,3.186969,49.962204
2024-13650,2024-02-16,Vente,170000,34,RUE DU MOULIN,023700000B0646,Maison,156,3.175468,49.966472
2024-17420,2024-07-11,Vente,133000,22,RUE DU MOULIN,023700000B0664,Maison,128,3.176697,49.965005
2024-20795,2024-11-15,Vente,255000,33,RUE DE COLOGNE,023700000B1610,Maison,150,3.186402,49.963408
2023-15342,2023-02-07,Vente,150000,2,CHE DU VERGUIER,02370000ZP0072,Maison,99,3.173917,49.960337
2023-17316,2023-04-25,Vente,137500,1,RUE DU MOULIN,023700000B1093,Maison,138,3.176865,49.963879
2023-18880,2023-06-23,Vente,250000,28,RUE DE COLOGNE,023700000B0843,Maison,131,3.185653,49.962443
2023-21926,2023-10-06,Vente,250000,4,RUE DU MOULIN,023700000B0684,Maison,181,3.177597,49.96419
2023-22054,2023-09-30,Vente,150000,51,RUE DE COLOGNE,02370000ZN0025,Maison,74,3.191955,49.964365
2023-24031,2023-12-01,Vente,320000,14,RUE DE VILLERET,023700000B0929,Maison,171,3.182512,49.959759
2022-24068,2022-07-28,Vente,145000,9,RUE CARON,023700000B1000,Maison,100,3.17932,49.962592
2022-24714,2022-08-08,Vente,47000,2,PL DE LA MAIRIE,023700000B1659,Maison,147,3.180251,49.961029
2022-25171,2022-09-07,Vente,110000,7,RUE DE L USINE,023700000B0816,Maison,110,3.188827,49.96258
2022-25318,2022-09-08,Vente,50000,51,RUE DE COLOGNE,02370000ZN0025,Maison,74,3.191955,49.964365
2022-27316,2022-10-28,Vente,140000,4,CHE NOIR,023700000B1037,Maison,138,3.177446,49.961372
