id_mutation,date_mutation,nature_mutation,valeur_fonciere,adresse_numero,adresse_nom_voie,id_parcelle,type_local,surface_reelle_bati,longitude,latitude
2025-751332,2025-01-23,Vente,110000,92,RUE ROGER SALENGRO,59221000AI0003,Appartement,56,3.517612,50.31925
2025-752263,2025-03-11,Vente,88000,81,RUE ROGER SALENGRO,59221000AI0557,Maison,116,3.519105,50.315645
2025-752342,2025-03-12,Vente,60000,92,RUE ROGER SALENGRO,59221000AI0003,Appartement,20,3.517612,50.31925
2025-752527,2025-03-07,Vente,113750,17,RUE DE FELEINE,59221000AI0423,Maison,69,3.520353,50.314823
2025-752789,2025-03-31,Vente,310700,2,ALL JULES MOUSSERON,59221000AH0158,Maison,118,3.520053,50.321098
2025-753297,2025-03-29,Vente,255000,11,RUE SALENGRO RES LES CHARMES,59221000AE0023,Maison,134,3.519093,50.325686
2025-753316,2025-03-29,Vente,210000,15,RUE DE MAING,59221000AK0197,Maison,92,3.517541,50.31376
2025-754972,2025-05-23,Vente,50000,92,RUE ROGER SALENGRO,59221000AI0003,Appartement,26,3.517612,50.31925
2025-755140,2025-06-19,Vente,140500,34,RUE DU 8 MAI 1945,59221000AK0127,Maison,70,3.51868,50.311594
2025-755401,2025-06-19,Vente,130000,154,RUE ROGER SALENGRO,59221000AK0223,Maison,129,3.518549,50.314169
2025-755411,2025-06-11,Vente,109500,54,RUE ROGER SALENGRO,59221000AE0077,Maison,139,3.517839,50.321652
2025-755411,2025-06-11,Vente,109500,54,RUE ROGER SALENGRO,59221000AE0077,Maison,139,3.517839,50.321652
2025-755712,2025-06-10,Vente,77000,69,RUE ROGER SALENGRO,59221000AI0038,Appartement,38,3.519827,50.31681
2025-755766,2025-07-04,Vente,48000,154,RUE ROGER SALENGRO,59221000AK0221,Maison,66,3.518459,50.314194
2025-755766,2025-07-04,Vente,48000,154,RUE ROGER SALENGRO,59221000AK0221,Maison,129,3.518459,50.314194
2025-756613,2025-07-17,Vente,199000,8,RUE DE QUERENAING,59221000AK0181,Maison,97,3.517589,50.313282
2025-757018,2025-08-04,Vente,210000,12,ALL DE LA TRANQUILLITE,59221000AI0114,Maison,87,3.52423,50.315983
2025-757083,2025-07-09,Vente,120000,5,RUE DE MAING,59221000AK0191,Appartement,25,3.518314,50.314132
2025-757083,2025-07-09,Vente,120000,5,RUE DE MAING,59221000AK0191,Appartement,30,3.518314,50.314132
2025-757134,2025-08-05,Vente,71000,69,RUE ROGER SALENGRO,59221000AI0038,Appartement,35,3.519827,50.31681
2025-757525,2025-08-12,Vente,47000,92,RUE ROGER SALENGRO,59221000AI0003,Appartement,18,3.517612,50.31925
2025-758528,2025-09-16,Vente,155000,19,RUE DE MAING,59221000AK0199,Maison,78,3.517025,50.313552
2025-758747,2025-09-15,Vente,75000,92,RUE ROGER SALENGRO,59221000AI0003,Appartement,29,3.517612,50.31925
2025-759249,2025-10-02,Vente,130000,16,RUE DE MAING,59221000AI0527,Appartement,22,3.517267,50.314041
2025-759249,2025-10-02,Vente,130000,16,RUE DE MAING,59221000AI0527,Appartement,22,3.517267,50.314041
2025-759249,2025-10-02,Vente,130000,16,RUE DE MAING,59221000AI0527,Appartement,22,3.517267,50.314041
2025-759332,2025-09-25,Vente,72000,69,RUE ROGER SALENGRO,59221000AI0038,Appartement,34,3.519827,50.31681
2025-760129,2025-10-30,Vente,100000,13,RUE EDMOND GUILLAUME,59221000AH0246,Maison,67,3.520854,50.319279
2025-760601,2025-11-06,Vente,210000,1,RUE DES LAURIERS,59221000AH0002,Maison,120,3.520667,50.324348
2025-761689,2025-12-03,Vente,250000,9,RUE DE LA RHONELLE,59221000AH0019,Maison,110,3.524644,50.32347
2025-761697,2025-12-08,Vente,313440,92,RUE ROGER SALENGRO,59221000AE0106,Maison,120,3.517574,50.319744
2025-762103,2025-12-30,Vente,57000,69,RUE ROGER SALENGRO,59221000AI0038,Appartement,30,3.519827,50.31681
2025-762109,2025-12-18,Vente,172000,89,RUE ROGER SALENGRO,59221000AI0462,Maison,124,3.519369,50.315199
2025-762134,2025-12-22,Vente,175000,69,RUE ROGER SALENGRO,59221000AI0038,Appartement,54,3.519827,50.31681
2025-762134,2025-12-22,Vente,175000,69,RUE ROGER SALENGRO,59221000AI0038,Appartement,53,3.519827,50.31681
2025-762191,2025-12-22,Vente,56000,92,RUE ROGER SALENGRO,59221000AI0003,Appartement,26,3.517612,50.31925
2024-708454,2024-01-10,Vente,58500,132,RUE ROGER SALENGRO,59221000AI0034,Maison,50,3.518028,50.316388
2024-709100,2024-02-06,Vente,70000,47,RUE ROGER SALENGRO,59221000AI0055,Maison,80,3.518637,50.318953
2024-710401,2024-03-29,Vente,56800,92,RUE ROGER SALENGRO,59221000AI0002,Appartement,30,3.51674,50.319245
2024-710770,2024-04-22,Vente,87500,94,RUE ROGER SALENGRO,59221000AI0005,Maison,115,3.518048,50.319073
2024-711168,2024-05-02,Vente,160000,20,RUE DE LA RESISTANCE,59221000AK0085,Maison,75,3.518059,50.310155
2024-711169,2024-04-29,Vente,59000,69,RUE ROGER SALENGRO,59221000AI0038,Appartement,31,3.519827,50.31681
2024-711229,2024-04-29,Vente,202000,22,RUE DE QUERENAING,59221000ZA0004,Maison,94,3.516932,50.306338
2024-711229,2024-04-29,Vente,202000,22,RUE DE QUERENAING,59221000ZA0004,Maison,94,3.516932,50.306338
2024-711513,2024-03-11,Vente,63000,92,RUE ROGER SALENGRO,59221000AI0003,Appartement,26,3.517612,50.31925
2024-711558,2024-05-07,Vente,52000,92,RUE ROGER SALENGRO,59221000AI0002,Appartement,28,3.51674,50.319245
2024-711793,2024-05-30,Vente,45500,92,RUE ROGER SALENGRO,59221000AI0003,Appartement,20,3.517612,50.31925
2024-711993,2024-05-30,Vente,69000,92,RUE ROGER SALENGRO,59221000AI0003,Appartement,30,3.517612,50.31925
2024-712470,2024-06-26,Vente,60500,7,RUE D ARTRES,59221000AK0022,Maison,57,3.519504,50.313856
2024-712603,2024-06-19,Vente,48000,69,RUE ROGER SALENGRO,59221000AI0038,Appartement,22,3.519827,50.31681
2024-713000,2024-06-28,Vente,58000,92,RUE ROGER SALENGRO,59221000AI0002,Appartement,26,3.51674,50.319245
2024-713060,2024-07-01,Vente,372900,13,RUE LUCIEN JONAS,59221000AH0133,Maison,142,3.521462,50.321995
2024-713127,2024-06-26,Vente,60000,92,RUE ROGER SALENGRO,59221000AI0002,Appartement,31,3.51674,50.319245
2024-713657,2024-07-16,Vente,55500,92,RUE ROGER SALENGRO,59221000AI0003,Appartement,26,3.517612,50.31925
2024-714592,2024-08-29,Vente,215000,6,RUE DE QUERENAING,59221000AK0182,Maison,95,3.517653,50.313414
2024-715443,2024-09-24,Vente,85000,48,RUE DE LA RESISTANCE,59221000AK0071,Maison,107,3.519829,50.310093
2024-715647,2024-10-01,Vente,125000,3,RUE DE BERMERAIN,59221000AK0028,Maison,90,3.518951,50.313723
2024-715777,2024-09-17,Vente,39000,92,RUE ROGER SALENGRO,59221000AI0002,Appartement,18,3.51674,50.319245
2024-715793,2024-09-20,Vente,140000,8,RUE D ARTRES,59221000AK0039,Maison,120,3.519665,50.313321
2024-715804,2024-09-18,Vente,100000,6,RUE DE BERMERAIN,59221000AK0178,Maison,86,3.518556,50.31328
2024-716130,2024-09-27,Vente,305000,13,RUE DES LAURIERS,59221000AH0011,Maison,120,3.523513,50.324108
2024-716130,2024-09-27,Vente,305000,13,RUE DES LAURIERS,59221000AH0011,Maison,120,3.523513,50.324108
2024-716448,2024-10-28,Vente,243000,9,RUE DE MAING,59221000AK0194,Appartement,24,3.51796,50.313921
2024-716448,2024-10-28,Vente,243000,9,RUE DE MAING,59221000AK0194,Appartement,28,3.51796,50.313921
2024-716448,2024-10-28,Vente,243000,9,RUE DE MAING,59221000AK0195,Maison,84,3.517668,50.313948
2024-717412,2024-11-05,Vente,305000,3,RUE DE LA SABLIERE,59221000AE0115,Maison,126,3.518464,50.324041
2024-717434,2024-11-14,Vente,55000,92,RUE ROGER SALENGRO,59221000AI0002,Appartement,31,3.51674,50.319245
2024-718640,2024-12-23,Vente,136800,46,RUE DE LA RESISTANCE,59221000AK0072,Maison,81,3.519687,50.310073
2024-718742,2024-12-27,Vente,62000,92,RUE ROGER SALENGRO,59221000AI0003,Appartement,29,3.517612,50.31925
2024-718764,2024-12-26,Vente,28600,4,RUE DE BERMERAIN,59221000AK0179,Maison,55,3.518573,50.313442
2024-718874,2024-12-30,Vente,53000,92,RUE ROGER SALENGRO,59221000AI0003,Appartement,26,3.517612,50.31925
2023-785506,2023-01-25,Vente,172000,17,RUE DU 8 MAI 1945,59221000AK0147,Maison,81,3.517983,50.311418
2023-786085,2023-02-15,Vente,100000,50,RUE ROGER SALENGRO,59221000AE0075,Maison,75,3.518057,50.321839
2023-786907,2023-02-24,Vente,230000,1,RUE ROGER SALENGRO,59221000AH0033,Maison,153,3.520142,50.323779
2023-786907,2023-02-24,Vente,230000,1,RUE ROGER SALENGRO,59221000AH0033,Maison,153,3.520142,50.323779
2023-787427,2023-03-20,Vente,125000,116,RUE ROGER SALENGRO,59221000AI0019,Maison,86,3.518028,50.31757
2023-787440,2023-03-27,Vente,160000,15,RUE DU 8 MAI 1945,59221000AK0146,Maison,81,3.517999,50.311331
2023-787828,2023-04-04,Vente,63000,92,RUE ROGER SALENGRO,59221000AI0003,Appartement,30,3.517612,50.31925
